"IdReparacion","IdMoto","IdUsuario","Descripcion","Estado","FechaInicio","FechaFin","Total","Fase"
"842","1822","4197","Alineación de ruedas y balanceo.","Finalizado","2026-03-26 00:00:00","2026-03-28 00:00:00","150","Cliente informado"
"843","1484","5173","Ajuste de clutch y transmisión.","Finalizado","2026-03-12 00:00:00","2026-03-02 00:00:00","1592","Entregado"
"844","2693","2623","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-27 00:00:00","2026-03-28 00:00:00","1500","Cliente informado"
"845","4191","4269","Diagnóstico de falla de encendido.","Finalizado","2026-03-07 00:00:00","2026-03-10 00:00:00","2786","Entregado"
"846","1565","2852","Cambio de llanta trasera.","Finalizado","2026-03-24 00:00:00","2026-03-27 00:00:00","1299","Cliente informado"
"847","4631","2878","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-07 00:00:00","2026-03-07 00:00:00","1317","Entregado"
"848","1268","5173","Revisión eléctrica y cambio de batería.","Entregado","2026-03-24 00:00:00","2026-03-27 00:00:00","2876","Cliente informado"
"849","1066","2938","Limpieza de sistema de inyección.","Finalizado","2026-03-27 00:00:00","2026-03-27 00:00:00","4160","Entregado"
"850","4381","3015","Ajuste de clutch y transmisión.","Finalizado","2026-03-23 00:00:00","2026-03-25 00:00:00","1697","Cliente informado"
"851","4695","5320","Cambio de llanta trasera.","Finalizado","2026-03-23 00:00:00","2026-03-24 00:00:00","4081","Entregado"
"852","243","949","Cambio de llanta trasera.","En proceso","2026-03-01 00:00:00","2026-03-01 00:00:00","3541","Cliente informado"
"853","1229","2933","Cambio de cadena y sprocket.","Finalizado","2026-03-16 00:00:00","2026-03-18 00:00:00","150","Entregado"
"854","3989","2360","Reemplazo de pastillas de freno.","Finalizado","2026-03-12 00:00:00","2026-03-13 00:00:00","1508","Cliente informado"
"855","979","1369","Reparación de frenos delanteros.","Finalizado","2026-03-18 00:00:00","2026-03-19 00:00:00","4452","Entregado"
"856","4137","1039","Ajuste de clutch y transmisión.","Finalizado","2026-03-23 00:00:00","2026-03-25 00:00:00","4198","Cliente informado"
"857","2888","5215","Cambio de bujía y calibración.","Finalizado","2026-03-04 00:00:00","2026-03-05 00:00:00","3059","Entregado"
"858","3604","5322","Cambio de cadena y sprocket.","Finalizado","2026-03-24 00:00:00","2026-03-26 00:00:00","1465","Cliente informado"
"859","4444","4294","Reemplazo de pastillas de freno.","Finalizado","2026-03-06 00:00:00","2026-03-06 00:00:00","2459","Entregado"
"860","2303","2554","Reemplazo de pastillas de freno.","Finalizado","2026-03-07 00:00:00","2026-03-10 00:00:00","2796","Cliente informado"
"861","1988","3917","Diagnóstico de falla de encendido.","Finalizado","2026-03-13 00:00:00","2026-03-17 00:00:00","828","Entregado"
"862","925","4821","Cambio de llanta trasera.","Finalizado","2026-03-05 00:00:00","2026-03-08 00:00:00","5047","Cliente informado"
"863","341","5027","Cambio de bujía y calibración.","Finalizado","2026-03-10 00:00:00","2026-03-12 00:00:00","2181","Entregado"
"864","4955","2445","Reparación de frenos delanteros.","Entregado","2026-03-15 00:00:00","2026-03-15 00:00:00","4820","Cliente informado"
"865","3036","4554","Cambio de cadena y sprocket.","Finalizado","2026-03-28 00:00:00","2026-03-31 00:00:00","4646","Entregado"
"866","1519","4024","Cambio de llanta trasera.","Finalizado","2026-03-03 00:00:00","2026-03-03 00:00:00","2215","Cliente informado"
"867","4364","4866","Ajuste y limpieza de carburador.","Finalizado","2026-03-11 00:00:00","2026-03-12 00:00:00","2059","Entregado"
"868","4214","1695","Limpieza de sistema de inyección.","Finalizado","2026-02-28 00:00:00","2026-03-02 00:00:00","4609","Cliente informado"
"869","4234","4130","Cambio de cadena y sprocket.","Finalizado","2026-03-06 00:00:00","2026-03-07 00:00:00","1640","Entregado"
"870","985","2061","Reparación de frenos delanteros.","Finalizado","2026-03-02 00:00:00","2026-03-04 00:00:00","909","Cliente informado"
"871","2018","3369","Cambio de cadena y sprocket.","Finalizado","2026-03-23 00:00:00","2026-03-23 00:00:00","5377","Entregado"
"872","4360","925","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-26 00:00:00","2026-03-29 00:00:00","5154","Cliente informado"
"873","2449","443","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-17 00:00:00","2026-03-17 00:00:00","1882","Entregado"
"874","3319","3817","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-02-28 00:00:00","2026-03-02 00:00:00","2127","Cliente informado"
"875","1588","606","Diagnóstico de falla de encendido.","Finalizado","2026-03-20 00:00:00","2026-03-24 00:00:00","5425","Entregado"
"876","2314","1378","Ajuste y limpieza de carburador.","Finalizado","2026-03-08 00:00:00","2026-03-09 00:00:00","5157","Cliente informado"
"877","805","2413","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-26 00:00:00","2026-03-28 00:00:00","2828","Entregado"
"878","3254","5214","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-23 00:00:00","2026-03-25 00:00:00","5389","Cliente informado"
"879","1095","4956","Reparación de frenos delanteros.","Finalizado","2026-02-28 00:00:00","2026-03-04 00:00:00","4540","Entregado"
"880","1542","4580","Alineación de ruedas y balanceo.","Finalizado","2026-03-18 00:00:00","2026-03-19 00:00:00","991","Cliente informado"
"881","2143","2424","Limpieza de sistema de inyección.","Finalizado","2026-03-02 00:00:00","2026-03-05 00:00:00","1739","Entregado"
"882","574","2405","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-12 00:00:00","2026-03-13 00:00:00","5350","Cliente informado"
"883","1238","3159","Limpieza de sistema de inyección.","En proceso","2026-03-20 00:00:00","2026-03-21 00:00:00","4523","Entregado"
"884","1491","2399","Reparación de frenos delanteros.","Finalizado","2026-02-28 00:00:00","2026-03-04 00:00:00","1810","Cliente informado"
"885","1967","1891","Ajuste y limpieza de carburador.","Finalizado","2026-03-02 00:00:00","2026-02-20 00:00:00","5438","Entregado"
"886","4538","1533","Alineación de ruedas y balanceo.","Finalizado","2026-03-08 00:00:00","2026-03-08 00:00:00","4637","Cliente informado"
"887","3106","3926","Alineación de ruedas y balanceo.","Finalizado","2026-03-19 00:00:00","2026-03-19 00:00:00","939","Entregado"
"888","415","4165","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-22 00:00:00","2026-03-26 00:00:00","150","Cliente informado"
"889","1009","3494","Diagnóstico de falla de encendido.","Finalizado","2026-03-14 00:00:00","2026-03-17 00:00:00","4721","Entregado"
"890","1962","3695","Cambio de llanta trasera.","Finalizado","2026-03-07 00:00:00","2026-03-09 00:00:00","513","Cliente informado"
"891","4959","637","Alineación de ruedas y balanceo.","Finalizado","2026-03-09 00:00:00","2026-03-10 00:00:00","696","Entregado"
"892","3425","4400","Cambio de aceite y filtro.","Finalizado","2026-03-04 00:00:00","2026-03-04 00:00:00","3248","Cliente informado"
"893","1532","4786","Reparación de frenos delanteros.","Finalizado","2026-03-22 00:00:00","2026-03-24 00:00:00","150","Entregado"
"894","2948","3908","Ajuste de clutch y transmisión.","Finalizado","2026-03-22 00:00:00","2026-03-12 00:00:00","3717","Cliente informado"
"895","3762","611","Alineación de ruedas y balanceo.","Finalizado","2026-03-13 00:00:00","2026-03-16 00:00:00","5477","Entregado"
"896","1013","2426","Alineación de ruedas y balanceo.","Finalizado","2026-03-20 00:00:00","2026-03-22 00:00:00","150","Cliente informado"
"897","1478","3089","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-03 00:00:00","2026-03-06 00:00:00","4344","Entregado"
"898","43","251","Reemplazo de pastillas de freno.","Finalizado","2026-03-14 00:00:00","2026-03-16 00:00:00","5145","Cliente informado"
"899","1815","4856","Reparación de suspensión delantera.","Finalizado","2026-03-20 00:00:00","2026-03-22 00:00:00","2909","Entregado"
"900","4189","1256","Limpieza de sistema de inyección.","Finalizado","2026-03-25 00:00:00","2026-03-15 00:00:00","5358","Cliente informado"
"901","3317","708","Cambio de aceite y filtro.","Finalizado","2026-03-21 00:00:00","2026-03-11 00:00:00","5182","Entregado"
"902","91","4109","Ajuste de clutch y transmisión.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","4326","Cliente informado"
"903","4061","5295","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-02-28 00:00:00","2026-03-02 00:00:00","672","Entregado"
"904","4738","4912","Reemplazo de pastillas de freno.","Finalizado","2026-03-01 00:00:00","2026-03-03 00:00:00","4665","Cliente informado"
"905","3958","3798","Reparación de suspensión delantera.","Finalizado","2026-03-18 00:00:00","2026-03-08 00:00:00","4466","Entregado"
"906","1211","113","Alineación de ruedas y balanceo.","Finalizado","2026-03-19 00:00:00","2026-03-21 00:00:00","150","Cliente informado"
"907","338","940","Cambio de llanta trasera.","Finalizado","2026-03-04 00:00:00","2026-03-06 00:00:00","936","Entregado"
"908","664","2543","Cambio de aceite y filtro.","Finalizado","2026-02-28 00:00:00","2026-02-28 00:00:00","4575","Cliente informado"
"909","1340","3798","Mantenimiento general y ajuste de motor.","Entregado","2026-03-15 00:00:00","2026-03-17 00:00:00","2226","Entregado"
"910","779","4081","Cambio de cadena y sprocket.","Finalizado","2026-03-10 00:00:00","2026-03-12 00:00:00","3111","Cliente informado"
"911","694","5056","Reemplazo de pastillas de freno.","Finalizado","2026-03-01 00:00:00","2026-03-04 00:00:00","2007","Entregado"
"912","2860","5193","Alineación de ruedas y balanceo.","Finalizado","2026-03-15 00:00:00","2026-03-15 00:00:00","2194","Cliente informado"
"913","1573","5279","Ajuste de clutch y transmisión.","Finalizado","2026-03-11 00:00:00","2026-03-14 00:00:00","150","Entregado"
"914","1018","37","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-29 00:00:00","2026-03-31 00:00:00","3526","Cliente informado"
"915","4518","4325","Ajuste de clutch y transmisión.","Finalizado","2026-03-01 00:00:00","2026-03-02 00:00:00","797","Entregado"
"916","4043","707","Alineación de ruedas y balanceo.","Finalizado","2026-03-04 00:00:00","2026-03-04 00:00:00","2682","Cliente informado"
"917","1801","2615","Diagnóstico de falla de encendido.","Finalizado","2026-03-02 00:00:00","2026-03-03 00:00:00","3280","Entregado"
"918","3892","3405","Limpieza de sistema de inyección.","Finalizado","2026-03-16 00:00:00","2026-03-16 00:00:00","4218","Cliente informado"
"919","829","1334","Limpieza de sistema de inyección.","Finalizado","2026-03-13 00:00:00","2026-03-16 00:00:00","5192","Entregado"
"920","4410","484","Diagnóstico de falla de encendido.","Finalizado","2026-03-16 00:00:00","2026-03-20 00:00:00","4509","Cliente informado"
"921","741","5222","Reemplazo de pastillas de freno.","Finalizado","2026-03-28 00:00:00","2026-03-29 00:00:00","1948","Entregado"
"922","2132","175","Reparación de suspensión delantera.","Finalizado","2026-03-12 00:00:00","2026-03-15 00:00:00","4147","Cliente informado"
"923","325","1695","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-09 00:00:00","2026-02-27 00:00:00","5001","Entregado"
"924","3823","3326","Reparación de frenos delanteros.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","2401","Cliente informado"
"925","3419","3398","Cambio de llanta trasera.","Finalizado","2026-03-27 00:00:00","2026-03-27 00:00:00","2082","Entregado"
"926","2553","1018","Reparación de frenos delanteros.","Finalizado","2026-03-04 00:00:00","2026-03-08 00:00:00","5442","Cliente informado"
"927","1564","1811","Cambio de cadena y sprocket.","Finalizado","2026-03-27 00:00:00","2026-03-29 00:00:00","1260","Entregado"
"928","3024","6","Alineación de ruedas y balanceo.","Finalizado","2026-03-08 00:00:00","2026-03-10 00:00:00","4775","Cliente informado"
"929","1313","4727","Cambio de llanta trasera.","Finalizado","2026-03-04 00:00:00","2026-03-07 00:00:00","2198","Entregado"
"930","788","2774","Cambio de aceite y filtro.","Finalizado","2026-03-07 00:00:00","2026-03-09 00:00:00","1679","Cliente informado"
"931","948","186","Alineación de ruedas y balanceo.","Finalizado","2026-03-07 00:00:00","2026-03-10 00:00:00","1953","Entregado"
"932","1992","4676","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-09 00:00:00","2026-03-11 00:00:00","4669","Cliente informado"
"933","3870","5192","Cambio de bujía y calibración.","Finalizado","2026-03-05 00:00:00","2026-03-08 00:00:00","150","Entregado"
"934","4196","4672","Cambio de bujía y calibración.","Finalizado","2026-03-08 00:00:00","2026-03-09 00:00:00","1472","Cliente informado"
"935","1069","3715","Reemplazo de pastillas de freno.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","5306","Entregado"
"936","4860","2387","Alineación de ruedas y balanceo.","Finalizado","2026-03-20 00:00:00","2026-03-21 00:00:00","4293","Cliente informado"
"937","2403","769","Limpieza de sistema de inyección.","Finalizado","2026-03-07 00:00:00","2026-03-08 00:00:00","2526","Entregado"
"938","211","3238","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-12 00:00:00","2026-03-14 00:00:00","4812","Cliente informado"
"939","3585","559","Ajuste de clutch y transmisión.","Finalizado","2026-03-06 00:00:00","2026-03-07 00:00:00","508","Entregado"
"940","2026","1735","Cambio de llanta trasera.","Finalizado","2026-03-18 00:00:00","2026-03-19 00:00:00","150","Cliente informado"
"941","2903","1202","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-17 00:00:00","2026-03-21 00:00:00","4687","Entregado"
"942","4127","3315","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-29 00:00:00","2026-03-30 00:00:00","2179","Cliente informado"
"943","3557","4343","Reparación de suspensión delantera.","Finalizado","2026-03-12 00:00:00","2026-03-15 00:00:00","2731","Entregado"
"944","4515","2714","Diagnóstico de falla de encendido.","Finalizado","2026-03-28 00:00:00","2026-03-31 00:00:00","3555","Cliente informado"
"945","4222","1635","Cambio de aceite y filtro.","En proceso","2026-03-10 00:00:00","2026-03-10 00:00:00","4000","Entregado"
"946","686","23","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-08 00:00:00","2026-03-09 00:00:00","150","Cliente informado"
"947","1847","4268","Alineación de ruedas y balanceo.","Finalizado","2026-03-24 00:00:00","2026-03-26 00:00:00","4782","Entregado"
"948","2279","3464","Reparación de suspensión delantera.","Finalizado","2026-03-06 00:00:00","2026-03-08 00:00:00","2505","Cliente informado"
"949","315","3035","Reparación de suspensión delantera.","Finalizado","2026-03-07 00:00:00","2026-03-10 00:00:00","5188","Entregado"
"950","4204","3572","Cambio de bujía y calibración.","Finalizado","2026-03-07 00:00:00","2026-03-09 00:00:00","150","Cliente informado"
"951","1920","4634","Cambio de aceite y filtro.","Finalizado","2026-03-10 00:00:00","2026-03-14 00:00:00","3396","Entregado"
"952","231","2594","Ajuste y limpieza de carburador.","Finalizado","2026-03-10 00:00:00","2026-03-12 00:00:00","3035","Cliente informado"
"953","4415","656","Cambio de bujía y calibración.","Finalizado","2026-03-01 00:00:00","2026-03-03 00:00:00","1678","Entregado"
"954","2795","3364","Alineación de ruedas y balanceo.","Entregado","2026-03-09 00:00:00","2026-03-10 00:00:00","4253","Cliente informado"
"955","4223","2008","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-19 00:00:00","2026-03-09 00:00:00","5167","Entregado"
"956","1006","4570","Ajuste de clutch y transmisión.","Finalizado","2026-03-03 00:00:00","2026-03-07 00:00:00","1982","Cliente informado"
"957","3636","3276","Cambio de llanta trasera.","Finalizado","2026-03-11 00:00:00","2026-03-13 00:00:00","3809","Entregado"
"958","4064","2203","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-21 00:00:00","2026-03-23 00:00:00","2499","Cliente informado"
"959","2481","2099","Cambio de aceite y filtro.","Finalizado","2026-03-07 00:00:00","2026-03-08 00:00:00","502","Entregado"
"960","1399","2837","Cambio de cadena y sprocket.","Finalizado","2026-03-04 00:00:00","2026-03-04 00:00:00","3375","Cliente informado"
"961","2268","104","Alineación de ruedas y balanceo.","Finalizado","2026-03-03 00:00:00","2026-03-07 00:00:00","150","Entregado"
"962","1134","1039","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-18 00:00:00","2026-03-08 00:00:00","5180","Cliente informado"
"963","310","1255","Reparación de frenos delanteros.","En proceso","2026-03-18 00:00:00","2026-03-19 00:00:00","942","Entregado"
"964","3252","1302","Cambio de llanta trasera.","Finalizado","2026-03-14 00:00:00","2026-03-16 00:00:00","1444","Cliente informado"
"965","4867","4494","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-18 00:00:00","2026-03-22 00:00:00","3133","Entregado"
"966","3742","2443","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-27 00:00:00","2026-03-27 00:00:00","1565","Cliente informado"
"967","410","2900","Reemplazo de pastillas de freno.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","1956","Entregado"
"968","3079","4340","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-26 00:00:00","2026-03-30 00:00:00","3275","Cliente informado"
"969","96","914","Alineación de ruedas y balanceo.","Finalizado","2026-03-04 00:00:00","2026-03-08 00:00:00","4607","Entregado"
"970","4944","2595","Cambio de cadena y sprocket.","Finalizado","2026-03-03 00:00:00","2026-03-07 00:00:00","4051","Cliente informado"
"971","4221","692","Reemplazo de pastillas de freno.","Entregado","2026-03-18 00:00:00","2026-03-20 00:00:00","2730","Entregado"
"972","4344","2264","Ajuste de clutch y transmisión.","Finalizado","2026-03-07 00:00:00","2026-03-11 00:00:00","5348","Cliente informado"
"973","4144","4130","Alineación de ruedas y balanceo.","Finalizado","2026-03-24 00:00:00","2026-03-28 00:00:00","2308","Entregado"
"974","169","570","Cambio de cadena y sprocket.","Finalizado","2026-03-20 00:00:00","2026-03-23 00:00:00","2723","Cliente informado"
"975","1581","3306","Ajuste de clutch y transmisión.","Finalizado","2026-03-25 00:00:00","2026-03-26 00:00:00","3621","Entregado"
"976","820","2927","Ajuste y limpieza de carburador.","Finalizado","2026-03-27 00:00:00","2026-03-27 00:00:00","5350","Cliente informado"
"977","4406","3491","Cambio de llanta trasera.","Finalizado","2026-03-04 00:00:00","2026-02-22 00:00:00","3174","Entregado"
"978","3394","1487","Cambio de aceite y filtro.","Finalizado","2026-03-13 00:00:00","2026-03-03 00:00:00","624","Cliente informado"
"979","4262","4895","Limpieza de sistema de inyección.","Finalizado","2026-03-04 00:00:00","2026-03-04 00:00:00","5043","Entregado"
"980","4090","4645","Diagnóstico de falla de encendido.","Finalizado","2026-03-07 00:00:00","2026-03-11 00:00:00","1442","Cliente informado"
"981","1588","418","Cambio de aceite y filtro.","En proceso","2026-03-25 00:00:00","2026-03-26 00:00:00","2404","Entregado"
"982","1916","3153","Mantenimiento general y ajuste de motor.","Finalizado","2026-02-28 00:00:00","2026-03-02 00:00:00","2581","Cliente informado"
"983","2739","78","Reparación de frenos delanteros.","Finalizado","2026-03-19 00:00:00","2026-03-09 00:00:00","5387","Entregado"
"984","4271","3014","Cambio de bujía y calibración.","Finalizado","2026-03-26 00:00:00","2026-03-28 00:00:00","4217","Cliente informado"
"985","4154","4528","Ajuste y limpieza de carburador.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","4438","Entregado"
"986","2809","3741","Reemplazo de pastillas de freno.","Finalizado","2026-03-22 00:00:00","2026-03-25 00:00:00","1510","Cliente informado"
"987","4133","2149","Cambio de bujía y calibración.","Finalizado","2026-03-21 00:00:00","2026-03-21 00:00:00","4255","Entregado"
"988","2928","2742","Cambio de aceite y filtro.","Finalizado","2026-03-22 00:00:00","2026-03-26 00:00:00","2274","Cliente informado"
"989","1141","1173","Reemplazo de pastillas de freno.","Finalizado","2026-03-28 00:00:00","2026-03-31 00:00:00","150","Entregado"
"990","2153","4349","Cambio de aceite y filtro.","Finalizado","2026-03-25 00:00:00","2026-03-28 00:00:00","4188","Cliente informado"
"991","4694","4752","Reparación de frenos delanteros.","Entregado","2026-03-01 00:00:00","2026-03-01 00:00:00","1686","Entregado"
"992","3839","3244","Reparación de frenos delanteros.","Finalizado","2026-03-21 00:00:00","2026-03-25 00:00:00","2101","Cliente informado"
"993","4068","3934","Ajuste de clutch y transmisión.","Finalizado","2026-02-28 00:00:00","2026-03-02 00:00:00","2440","Entregado"
"994","4237","5070","Cambio de aceite y filtro.","Finalizado","2026-03-12 00:00:00","2026-03-12 00:00:00","993","Cliente informado"
"995","4610","3782","Reparación de suspensión delantera.","Finalizado","2026-03-29 00:00:00","2026-04-02 00:00:00","5494","Entregado"
"996","2546","4762","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-13 00:00:00","2026-03-17 00:00:00","5427","Cliente informado"
"997","4160","3694","Reparación de frenos delanteros.","Finalizado","2026-03-22 00:00:00","2026-03-23 00:00:00","5395","Entregado"
"998","3513","2464","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-02 00:00:00","2026-03-05 00:00:00","3816","Cliente informado"
"999","3174","3681","Cambio de llanta trasera.","Finalizado","2026-03-05 00:00:00","2026-03-06 00:00:00","1719","Entregado"
"1000","844","4307","Cambio de bujía y calibración.","Finalizado","2026-03-02 00:00:00","2026-03-06 00:00:00","3658","Cliente informado"
